"","wt_nt.1","wt_nt.2","wt_cpr.1","wt_cpr.2","fur_nt.1","fur_nt.2","fur_cpr.1","fur_cpr.2"
"1765625_at",2.15938451363055,2.53110323429849,2.47557831601532,2.75018815299392,2.18191021225987,2.22301323233208,2.14375968850938,2.30716019111872
"1765626_at",4.33068079920157,4.16792994244439,5.1631284233782,5.68568374113375,4.28707944518017,4.00852658137209,4.42457578797104,4.47680566185289
"1765627_s_at",10.076961857916,10.0403945363295,10.0217080446017,9.81369102412006,10.4294753199049,10.1909811201399,9.82303353686331,10.0420392325017
"1765628_at",3.41957894398287,3.46900719189678,3.9914426621941,4.8148088562452,3.54906636499931,3.30187513260177,4.18978502808676,4.23931381485828
"1765629_s_at",2.72235739204804,2.62405637137251,2.97646116994516,2.52538603535616,2.3692647087311,2.47750999341038,2.86775222277862,2.73697834166599
"1765630_s_at",11.2223340109395,10.8357416714261,10.4102742916242,10.3760801258685,11.2367456818382,11.0801041899471,10.3176526187339,10.4319855039686
"1765631_s_at",10.9654176836196,10.948729959551,11.1244215921896,11.1617609337899,10.7256236040492,10.5658131336871,11.3237866586974,11.3558311124431
"1765632_at",5.4624552539996,5.31753476250885,5.33622802475707,5.8928156907599,5.22555998764729,5.0948636336614,6.1530612610523,5.356143414191
"1765633_s_at",10.320765815503,10.5662889575746,10.2116734605712,9.90463843079703,10.8519021610821,10.7343894452712,10.3062420310511,10.5148958597523
"1765634_s_at",12.0533214501591,12.0793252877112,11.1397891447213,11.3130229511697,10.162702086571,11.6699493033852,10.1544828441323,10.8779584866612
"1765635_s_at",7.33027076783611,7.30520075873374,7.43316980241473,8.21489283461995,7.11240693588252,7.02655140563326,8.86265837076427,7.54185882018495
"1765636_s_at",10.3049934869369,10.2717538308906,10.4079449085525,10.3636436719583,10.2733074185382,10.2949789211186,9.87339408991488,10.3466897886298
"1765637_s_at",10.6033963178202,10.6675734089394,10.4479010063531,10.3561042038384,10.7253109377334,10.6843817230555,10.018430440607,10.0726694193887
"1765638_s_at",10.7253412896982,10.8333561402661,9.50511981745425,9.23818919486753,10.7535487890624,10.7190981641167,9.39187805032362,9.60237715686613
"1765639_at",1.77421961757746,1.74244142670508,2.13514380598792,2.2897753395692,1.80086097144168,1.76504838356079,2.0626092452896,2.48657477529723
"1765640_s_at",5.95624344707952,6.25101413420664,6.67097677576747,6.59614317195802,6.11411896893434,6.47365503765012,6.45983366590594,6.33687237045846
"1765641_s_at",5.85167224553106,5.92770435453916,5.886166505816,6.21634864891502,5.51301885766469,5.8305625318257,6.52608343102345,6.08277809021317
"1765642_s_at",10.9103276482689,11.0242982571091,10.8432086957423,10.8035736653321,10.6148009427178,10.8764070778764,10.7473483234495,10.6769928250305
"1765643_s_at",4.8484228793146,5.01149120858471,5.4113647243601,5.46755643505563,5.05168050538569,5.07906260316761,4.7782589607112,4.96224647216471
"1765644_s_at",5.02565927831451,5.21618885799549,4.89300416254747,5.25690361632778,5.12603675949769,4.89876332792795,5.29385783251771,4.82085901122236
"1765645_at",6.88286013786438,6.58594288666247,6.53098493817151,6.79926906159418,6.60535618340143,6.61202374589868,7.84905422058709,6.77229737510628
"1765646_at",2.26063615035275,2.32099193859265,2.75241784449654,3.14240842130201,2.07962754749698,2.0909800479851,2.58872996810068,2.41420100572744
"1765647_s_at",6.66145603592973,6.45238629225799,5.8830690313767,5.7540073248774,6.24678915157572,6.22387365517689,7.82165197846632,6.65511979339961
"1765648_s_at",11.1450701571285,11.2100115019529,11.2132082637859,11.3124593924656,11.2273310017727,11.2101829069937,11.2066880355367,11.3486737998465
"1765649_s_at",10.7036388962504,10.574227202222,10.4035166962881,10.3813441663362,10.8952313262409,10.5943149786967,9.79095424612414,10.2535053180886
"1765650_s_at",9.85435503209092,10.2155729236072,9.71884666558076,9.57077843191412,10.2595322110788,10.3777692715635,9.45595484307893,9.61297060964442
"1765651_s_at",10.5269997200242,10.5439777552075,9.85751305693693,9.60779895533879,10.593855022681,10.8233606439117,9.39050003044179,9.62717784445317
"1765652_s_at",12.6236934424555,12.5435435162067,12.3638630989894,12.4196136905599,12.3866826560433,12.0736845789355,12.0558374627751,12.2563430106122
"1765653_s_at",5.98463501561107,5.65421002687496,6.32387999005561,6.29301749254628,5.40029615512085,5.59581907557592,7.78031086062505,5.98101776297423
"1765654_s_at",10.4951769572336,11.3323406543159,11.4977350421856,11.1532463477779,10.558024523561,10.4387788628639,11.1682077252024,11.1589302021884
"1765655_s_at",9.37633244933716,9.44631261041235,9.28072566064053,9.57534888854109,9.16242874082544,9.54178730358581,8.3548221430049,9.03040674140743
"1765656_s_at",7.73870808483394,6.52123727185863,6.68637764787113,6.53172836085482,6.54899274630169,6.54661347954061,10.5489727715178,7.11191272913894
"1765657_s_at",5.76011078098512,5.99877793987234,6.10156929643567,6.16600339618133,5.80475664446444,5.91526869985856,7.25774245441798,6.29485677096637
"1765658_at",10.5699773073988,11.0487352086184,9.95770203665714,9.86911914541152,10.8439039179059,11.0779385295632,9.72125714470464,10.0028467518787
"1765659_s_at",11.4039424905206,11.3314942432636,12.0474276087498,11.9825268618388,11.5828883374574,11.5533445521808,11.7371867542693,11.8728179408288
